dz_2021_code,white,asian,black,mixed,other
N20003020,539,31,52,30,3
N20003021,481,0,1,5,3
N20003022,608,8,25,22,5
N20003023,449,11,44,18,11
N20003024,619,1,1,4,2
N20003025,515,12,6,8,0
N20003026,308,32,24,15,16
N20003027,477,4,15,3,3
N20003028,330,30,48,14,8
N20003029,328,42,69,38,16
N20003030,558,34,27,18,6
N20003031,661,21,11,26,14
N20003032,503,84,59,24,22
N20003033,417,60,57,37,13
N20003034,249,40,30,15,5
N20003035,228,50,57,13,15
N20003036,466,0,0,0,1
N20003037,163,81,85,21,20
N20003038,250,87,123,61,14
N20003039,637,44,51,46,7
N20003040,659,56,17,13,6
N20003041,317,118,102,81,58
N20003042,471,62,88,16,19
N20003043,442,57,59,44,9
N20003044,315,52,54,16,13
N20003045,427,24,30,21,3
N20003046,536,39,41,2,18
N20003047,424,51,41,21,6
N20003048,735,0,4,4,5
N20003049,424,12,39,6,1
N20003050,826,18,8,7,0
N20003051,389,15,12,8,0
N20003052,382,5,5,1,1
N20003053,527,5,1,0,2
N20003054,452,4,4,2,1
N20003055,471,0,6,4,0
N20003056,790,1,0,0,2
N20003057,731,0,0,0,1
N20003058,515,0,2,5,6
N20003059,598,0,1,2,10
N20003060,278,4,1,0,3
N20003061,503,4,0,9,1
N20003062,1008,4,1,4,0
N20003063,1067,0,0,0,0
N20003064,692,1,0,3,1
N20003065,817,1,2,0,0
N20003066,599,0,0,3,0
N20003067,464,2,0,0,0
N20003068,451,1,1,0,0
N20003069,719,5,4,1,0
N20003070,694,1,1,4,1
N20003071,579,0,2,1,1
N20003072,390,13,10,19,1
N20003073,768,0,0,0,0
N20003074,706,0,0,5,0
N20003075,608,1,0,0,0
N20003076,388,0,1,3,0
N20003077,553,0,0,0,0
N20003078,608,4,0,0,3
N20003079,729,0,0,1,6
N20003080,418,1,0,2,0
N20003081,625,1,0,0,1
N20003082,371,2,2,0,0
N20003083,459,3,0,3,3
N20003084,576,0,5,3,2
N20003085,485,3,0,3,0
N20003086,516,6,1,1,1
N20003087,279,0,0,0,0
N20003088,571,1,0,4,0
N20003089,797,0,0,0,2
N20003090,466,10,0,2,10
N20003091,502,3,0,4,1
N20003092,682,1,0,4,0
N20003093,598,1,0,2,8
N20003094,578,1,0,1,0
N20003095,548,0,0,3,0
N20003096,604,0,2,0,2
N20003097,527,4,0,1,3
N20003098,403,0,0,0,1
N20003099,408,5,1,0,0
N20003100,508,1,7,5,4
N20003101,550,1,0,0,1
N20003102,538,5,0,3,4
N20003103,837,0,1,0,1
N20003104,658,3,0,4,17
N20003105,700,1,0,2,3
N20003106,322,1,0,3,1
N20003107,800,1,0,5,1
N20003108,299,9,0,0,0
N20003109,422,3,4,0,4
N20003110,712,5,2,2,1
N20003111,576,1,0,1,2
N20003112,430,21,1,0,0
N20003113,772,9,0,5,4
N20003114,453,5,0,6,10
N20003115,907,1,2,9,0
N20003116,370,2,0,4,3
N20003117,363,2,0,0,10
N20003118,303,4,4,4,20
N20003119,254,0,1,1,12
N20003120,439,6,0,0,17
N20003121,755,0,0,0,0
N20003122,517,1,0,1,0
N20003123,526,3,7,0,1
N20003124,751,0,0,0,4
N20003125,713,1,5,0,0
N20003126,873,1,0,4,0
N20003127,709,1,0,0,2
N20003128,797,5,4,0,3
N20003129,766,0,0,4,0
N20003130,681,1,0,4,0
N20003131,582,0,3,5,0
N20003132,321,1,0,3,11
N20003133,926,1,1,2,0
N20003134,334,4,0,3,4
N20003135,551,0,1,0,1
N20003136,513,1,0,3,0
N20003137,749,0,0,2,3
N20003138,451,1,0,6,2
N20003139,411,0,3,6,0
N20003140,578,0,0,0,6
N20003141,307,0,0,0,3
N20003142,554,2,0,1,24
N20003143,495,4,1,1,1
N20003144,596,0,1,1,1
N20003145,461,0,0,3,0
N20003146,453,1,1,0,7
N20003147,562,5,1,0,0
N20003148,558,5,0,0,0
N20003149,918,3,0,5,3
N20003150,540,0,0,0,5
N20003151,467,0,0,5,0
N20003152,429,5,0,0,7
N20003153,719,0,1,5,0
N20003154,706,13,1,0,1
N20003155,706,21,5,5,0
N20003156,614,9,1,11,0
N20003157,571,13,2,3,3
N20003158,347,15,0,4,0
N20003159,390,9,5,4,0
N20003160,439,8,0,5,4
N20003161,577,8,0,4,2
N20003162,430,3,1,5,5
N20003163,469,7,0,0,1
N20003164,459,5,0,7,1
N20003165,543,9,0,0,0
N20003166,308,0,3,0,11
N20003167,512,2,0,0,0
N20003168,424,2,0,4,0
N20003169,758,3,0,0,2
N20003170,460,4,0,3,6
N20003171,284,8,8,1,3
N20003172,404,23,2,0,19
N20003173,572,1,0,1,16
N20003174,347,8,4,1,9
N20003175,421,2,1,5,1
N20003176,541,29,5,1,4
N20003177,485,10,0,0,22
N20003178,477,1,9,0,2
N20003179,350,4,2,5,15
N20003180,555,0,0,1,9
N20003181,442,2,0,0,6
N20003182,493,4,1,11,23
N20003183,486,7,0,7,4
N20003184,553,2,5,0,0
N20003185,476,13,3,8,4
N20003186,562,4,3,4,19
N20003187,448,0,15,0,5
N20003188,489,11,0,3,0
N20003189,577,2,0,1,1
N20003190,256,6,6,5,9
N20003191,566,1,6,1,0
N20003192,460,4,0,4,1
N20003193,489,7,5,11,1
N20003194,636,11,0,1,2
N20003195,512,3,2,1,4
N20003196,491,18,6,7,1
N20003197,788,2,0,3,0
N20003198,529,8,0,6,3
N20003199,336,0,3,0,5
N20003200,1055,1,0,6,1
N20003201,393,1,0,1,5
N20003202,578,5,2,7,1
N20003203,532,2,1,0,3
N20003204,740,1,1,5,0
N20003205,570,1,0,2,10
N20003206,441,2,0,1,13
N20003207,599,2,2,0,0
N20003208,457,1,0,3,0
N20003209,551,0,1,8,3
N20003210,481,0,0,0,1
N20003211,604,0,0,0,0
N20003212,798,0,0,6,1
N20003213,833,1,1,3,0
N20003214,929,3,1,0,0
N20003215,696,8,1,0,0
N20003216,729,2,0,3,0
N20003217,524,2,0,0,0
N20003218,639,0,0,5,5
N20003219,511,0,0,0,0
N20003220,540,1,1,3,0
N20003221,840,0,1,2,0
N20003222,602,1,1,3,1
N20003223,468,6,0,8,0
N20003224,430,2,0,0,0
N20003225,756,1,0,0,3
N20003226,739,1,0,0,1
N20003227,762,1,0,0,0
N20003228,543,10,0,3,7
N20003229,546,1,0,1,0
N20003230,687,1,0,0,1
N20003231,676,0,1,1,1
N20003232,440,1,0,0,2
N20003233,585,13,10,4,4
N20003234,694,4,0,3,0
N20003235,619,1,0,3,5
N20003236,781,0,1,0,0
N20003237,559,1,0,0,0
N20003238,519,12,0,5,0
N20003239,599,3,1,4,7
N20003240,710,1,0,0,0
N20003241,645,5,0,3,4
N20003242,431,13,0,1,1
N20003243,572,7,1,1,1
N20003244,608,0,0,0,0
N20003245,308,1,3,1,8
N20003246,445,9,1,6,2
N20003247,236,1,0,0,1
N20003248,419,4,0,4,4
N20003249,295,5,0,0,0
N20003250,512,1,0,1,3
N20003251,232,0,0,0,4
N20003252,409,5,2,4,0
N20003253,456,4,4,6,2
N20003254,381,6,1,4,1
N20003255,444,9,3,3,1
N20003256,459,2,0,3,4
N20003257,701,8,2,0,0
N20003258,394,0,0,0,0
N20003259,537,0,3,1,0
N20003260,579,0,1,14,0
N20003261,689,0,0,0,0
N20003262,573,2,1,8,0
N20003263,497,4,0,9,3
N20003264,498,1,0,8,0
N20003265,462,3,2,6,1
N20003266,608,2,1,6,2
N20003267,401,0,0,6,1
N20003268,562,2,1,5,0
N20003269,475,2,1,9,1
N20003270,510,8,1,1,0
N20003271,395,11,0,2,0
N20003272,607,1,0,7,0
N20003273,571,2,2,9,1
N20003274,690,2,1,4,4
N20003275,473,1,1,2,2
N20003276,659,1,1,0,1
N20003277,440,1,0,0,0
N20003278,501,2,0,0,4
N20003279,349,2,0,3,0
N20003280,509,0,0,0,0
N20003281,589,3,0,9,0
N20003282,741,1,0,4,0
N20003283,609,1,1,4,1
N20003284,562,0,1,3,1
N20003285,422,4,0,7,0
N20003286,472,2,0,0,0
N20003287,531,1,0,1,5
N20003288,676,1,1,0,0
N20003289,558,1,3,1,0
N20003290,679,3,0,1,1
N20003291,617,0,0,0,0
N20003292,747,1,2,5,0
N20003293,811,0,0,0,0
N20003294,500,2,1,0,0
N20003295,560,11,0,7,0
N20003296,414,1,0,1,0
N20003297,628,4,3,3,1
N20003298,483,0,1,0,1
N20003299,642,4,1,5,0
N20003300,677,8,6,10,1
N20003301,561,8,6,4,3
N20003302,630,0,0,3,2
N20003303,405,7,0,0,7
N20003304,858,2,1,5,0
N20003305,318,1,0,0,6
N20003306,431,6,0,0,4
N20003307,376,1,0,0,1
N20003308,492,5,0,11,2
N20003309,530,0,0,0,2
N20003310,575,3,0,0,0
N20003311,616,4,1,5,1
N20003312,384,3,0,3,0
N20003313,578,0,0,1,0
N20003314,411,1,0,6,1
N20003315,685,2,0,0,0
N20003316,351,0,1,1,0
N20003317,848,0,1,0,6
N20003318,655,1,1,0,0
N20003319,988,1,1,7,0
N20003320,446,2,0,0,4
N20003321,730,0,0,0,0
N20003322,482,0,0,0,0
N20003323,482,0,2,3,0
N20003324,835,2,0,10,1
N20003325,433,6,0,0,1
N20003326,583,1,0,1,1
N20003327,687,1,0,4,0
N20003328,775,3,1,0,0
N20003329,554,0,1,3,0
N20003330,575,7,1,3,0
N20003331,631,1,0,0,0
N20003332,527,0,0,1,0
N20003333,500,0,0,1,0
N20003334,460,0,3,0,3
N20003335,817,1,0,6,1
N20003336,793,1,0,3,1
N20003337,662,2,1,1,1
N20003338,715,5,0,3,0
N20003339,333,3,0,2,2
N20003340,472,0,0,2,1
N20003341,672,4,1,0,2
N20003342,681,6,4,11,1
N20003343,623,1,0,0,2
N20003344,456,2,0,1,0
N20003345,398,2,0,0,1
N20003346,357,0,0,0,0
N20003347,515,1,0,1,1
N20003348,314,0,0,3,0
N20003349,728,13,5,12,1
N20003350,585,2,1,8,2
N20003351,349,2,0,0,0
N20003352,540,1,0,5,1
N20003353,477,1,0,0,2
N20003354,424,0,0,3,1
N20003355,652,1,0,3,0
N20003356,535,0,0,0,0
N20003357,531,1,0,0,4
N20003358,667,1,4,4,0
N20003359,597,1,0,3,0
N20003360,377,5,0,1,0
N20003361,439,1,1,0,2
N20003362,425,2,0,0,0
N20003363,416,1,0,4,2
N20003364,396,1,0,0,1
N20003365,521,0,10,1,0
N20003366,569,5,1,1,5
N20003367,290,6,0,5,0
N20003368,414,1,0,6,0
N20003369,554,0,0,1,0
N20003370,669,8,0,3,0
N20003371,669,1,2,1,0
N20003372,325,0,0,3,0
N20003373,455,22,0,0,0
N20003374,277,1,1,1,1
N20003375,382,1,0,8,0
N20003376,313,2,0,0,1
N20003377,365,1,0,0,0
N20003378,449,12,0,4,2
N20003379,404,7,0,0,5
N20003380,559,3,0,2,0
N20003381,505,2,0,3,0
N20003382,349,6,0,1,0
N20003383,465,0,0,1,0
N20003384,515,1,3,8,1
N20003385,445,4,3,2,0
N20003386,454,0,0,1,0
N20003387,635,2,0,0,2
N20003388,567,6,0,4,4
N20003389,392,1,1,6,1
N20003390,417,4,0,2,0
N20003391,581,3,2,3,1
N20003392,677,3,0,8,0
N20003393,654,0,0,6,0
N20003394,636,0,0,0,2
N20003395,691,1,0,3,0
N20003396,637,1,0,0,0
N20003397,695,7,3,4,0
N20003398,473,13,0,2,0
N20003399,608,2,0,6,0
N20003400,441,5,0,4,0
N20003401,465,12,0,9,6
N20003402,380,4,1,1,0
N20003403,417,2,0,5,0
N20003404,306,2,0,3,6
N20003405,573,1,0,2,1
N20003406,389,16,1,1,5
N20003407,366,8,0,0,1
N20003408,254,8,0,1,1
N20003409,465,3,0,0,1
N20003410,438,10,0,4,5
N20003411,784,14,3,12,1
N20003412,526,12,0,9,0
N20003413,498,4,0,6,8
N20003414,764,0,0,0,0
N20003415,218,0,3,4,0
N20003416,571,0,0,4,11
N20003417,539,6,0,0,1
N20003418,507,1,0,0,1
N20003419,658,4,1,4,5
N20003420,716,9,0,7,5
N20003421,688,5,0,1,1
N20003422,539,1,1,0,0
N20003423,577,2,1,4,0
N20003424,470,4,1,0,1
N20003425,417,0,1,1,3
N20003426,431,0,0,1,0
N20003427,315,3,0,0,1
N20003428,545,0,0,3,0
N20003429,680,1,1,3,0
N20003430,447,6,2,9,1
N20003431,488,1,0,3,0
N20003432,261,0,0,6,11
N20003433,484,1,0,0,0
N20003434,356,2,1,5,0
N20003435,384,9,0,0,1
N20003436,629,1,0,3,0
N20003437,484,4,0,1,2
N20003438,461,0,0,2,0
N20003439,325,0,1,0,0
N20003440,492,5,2,10,4
N20003441,332,0,0,7,1
N20003442,309,3,0,0,0
N20003443,422,28,4,7,1
N20003444,423,3,0,2,0
N20003445,353,1,0,5,0
N20003446,322,1,0,0,4
N20003447,334,5,1,6,1
N20003448,763,6,3,1,0
N20003449,223,10,0,3,0
N20003450,398,3,4,2,1
N20003451,358,9,9,1,1
N20003452,466,0,1,0,0
N20003453,446,1,0,4,0
N20003454,421,0,0,8,0
N20003455,349,0,0,0,0
N20003456,516,0,0,0,2
N20003457,517,0,0,0,0
N20003458,328,1,0,0,0
N20003459,360,3,0,3,2
N20003460,439,0,0,1,0
N20003461,336,2,0,0,0
N20003462,346,0,0,0,0
N20003463,729,2,0,10,1
N20003464,319,0,2,0,1
N20003465,556,7,0,6,0
N20003466,558,0,0,1,0
N20003467,846,2,0,7,3
N20003468,598,2,1,1,0
N20003469,712,2,3,4,0
N20003470,564,3,0,1,0
N20003471,688,1,1,3,0
N20003472,399,2,0,1,1
N20003473,582,0,0,0,1
N20003474,630,1,0,0,0
N20003475,575,8,0,5,0
N20003476,583,4,0,3,1
N20003477,519,2,0,1,0
N20003478,503,0,2,3,0
N20003479,380,2,0,0,0
N20003480,490,12,1,7,0
N20003481,346,7,0,3,0
N20003482,488,6,1,0,2
N20003483,423,7,1,5,0
N20003484,566,17,0,6,0
N20003485,327,0,0,4,0
N20003486,427,5,5,12,0
N20003487,529,11,1,5,1
N20003488,677,6,0,4,0
N20003489,365,7,0,0,0
N20003490,457,3,1,0,0
N20003491,601,10,0,1,2
N20003492,677,6,0,0,1
N20003493,578,15,0,5,0
N20003494,502,0,1,4,1
N20003495,407,11,0,1,0
N20003496,552,14,1,8,2
N20003497,389,4,1,4,0
N20003498,344,6,0,0,0
N20003499,298,21,2,4,0
N20003500,243,0,0,0,1
N20003501,454,4,0,4,1
N20003502,676,5,1,14,1
N20003503,384,10,0,1,0
N20003504,471,13,0,8,5
N20003505,703,1,1,4,0
N20003506,645,4,0,3,0
N20003507,453,0,0,3,0
N20003508,497,10,0,8,0
N20003509,351,14,2,0,1
N20003510,180,3,0,0,0
N20003511,382,1,0,0,0
N20003512,307,5,0,4,5
N20003513,222,19,0,0,0
N20003514,553,8,0,1,4
N20003515,490,0,1,3,2
N20003516,371,15,0,0,4
N20003517,301,10,3,9,0
N20003518,426,18,1,1,1
N20003519,334,15,8,3,0
N20003520,521,5,0,5,4
N20003521,532,9,2,4,0
N20003522,311,8,0,1,0
N20003523,532,0,1,4,0
N20003524,331,5,2,2,0
N20003525,357,11,3,1,0
N20003526,372,1,0,3,0
N20003527,338,5,0,6,0
N20003528,491,3,0,0,0
N20003529,298,10,2,3,1
N20003530,354,3,0,4,0
N20003531,424,1,0,1,0
N20003532,550,2,0,1,1
N20003533,546,0,0,0,0
N20003534,425,9,0,0,0
N20003535,550,2,0,1,0
N20003536,692,8,0,7,0
N20003537,564,8,4,19,0
N20003538,579,0,0,8,0
N20003539,332,8,2,5,1
N20003540,357,3,0,4,0
N20003541,331,3,1,1,0
N20003542,418,4,0,1,0
N20003543,343,1,0,1,0
N20003544,349,1,0,3,0
N20003545,563,25,1,17,3
N20003546,623,1,2,11,2
N20003547,665,7,3,1,1
N20003548,640,10,2,18,3
N20003549,612,7,0,8,3
N20003550,585,10,2,5,1
N20003551,412,15,0,0,0
N20003552,315,6,1,13,1
N20003553,808,0,0,7,0
N20003554,1147,49,0,5,0
N20003555,473,0,1,2,1
N20003556,444,23,5,8,1
N20003557,268,7,8,4,1
N20003558,380,6,0,11,0
N20003559,450,4,1,6,2
N20003560,377,3,0,1,0
N20003561,463,6,6,5,0
N20003562,730,16,0,7,3
N20003563,291,1,0,4,0
N20003564,348,8,17,6,2
N20003565,413,1,7,4,1
N20003566,346,5,1,8,5
N20003567,544,4,0,1,1
N20003568,632,7,0,6,0
N20003569,880,7,0,2,1
N20003570,266,8,0,2,1
N20003571,472,5,5,8,2
N20003572,498,10,1,0,1
N20003573,507,15,1,5,0
N20003574,407,3,1,13,2
N20003575,370,8,0,2,2
N20003576,486,10,42,4,7
N20003577,388,12,0,4,0
N20003578,641,2,0,4,2
N20003579,326,2,0,1,2
N20003580,495,6,0,1,2
N20003581,702,3,0,6,3
N20003582,413,8,5,7,4
N20003583,388,1,7,1,2
N20003584,509,1,3,0,0
N20003585,437,1,0,6,0
N20003586,628,9,0,7,3
N20003587,391,5,1,0,0
N20003588,388,2,0,3,1
N20003589,485,2,0,3,0
N20003590,275,29,2,5,0
N20003591,261,1,0,1,0
N20003592,395,16,10,4,4
N20003593,273,12,0,10,0
N20003594,506,12,3,1,0
N20003595,540,4,1,7,1
N20003596,419,10,0,2,1
N20003597,305,11,5,6,0
N20003598,333,4,0,5,1
N20003599,490,11,0,10,4
N20003600,403,8,0,1,0
N20003601,292,18,0,3,0
N20003602,412,7,5,5,2
N20003603,465,16,0,8,0
N20003604,310,1,0,0,0
N20003605,710,17,0,16,0
N20003606,243,10,1,3,0
N20003607,413,2,0,3,3
N20003608,238,1,2,3,1
N20003609,483,7,0,1,0
N20003610,233,20,0,3,0
N20003611,428,12,0,0,0
N20003612,349,1,1,6,1
N20003613,392,6,0,5,0
N20003614,438,19,0,4,0
N20003615,632,11,0,5,1
N20003616,599,5,7,1,1
N20003617,426,1,0,1,0
N20003618,426,2,0,6,1
N20003619,705,22,4,3,1
N20003620,696,13,8,4,1
N20003621,427,2,0,0,4
N20003622,477,2,1,0,1
N20003623,534,6,1,3,1
N20003624,573,13,4,8,3
N20003625,505,6,6,0,0
N20003626,500,8,0,7,5
N20003627,435,1,0,2,0
N20003628,496,0,1,12,1
N20003629,486,2,2,11,0
N20003630,490,1,0,7,6
N20003631,374,6,0,2,2
N20003632,504,36,25,9,1
N20003633,179,1,0,0,0
N20003634,430,2,1,0,0
N20003635,455,0,0,7,0
N20003636,264,3,0,6,1
N20003637,467,6,0,3,0
N20003638,455,4,3,9,0
N20003639,441,4,0,7,0
N20003640,275,11,21,6,3
N20003641,277,2,0,4,0
N20003642,330,9,6,7,0
N20003643,327,0,0,2,1
N20003644,478,10,0,3,3
N20003645,602,3,0,3,1
N20003646,450,1,0,7,0
N20003647,578,0,0,1,1
N20003648,417,0,1,0,0
N20003649,540,4,0,9,1
N20003650,779,10,0,3,0
N20003651,439,8,1,7,2
N20003652,570,9,3,3,0
N20003653,401,2,2,7,0
N20003654,417,0,1,6,0
N20003655,503,13,3,3,2
N20003656,420,10,1,8,0
N20003657,349,0,0,0,2
N20003658,371,3,0,0,0
N20003659,483,6,10,10,0
N20003660,396,0,0,4,4
N20003661,382,17,2,4,9
N20003662,358,1,1,0,1
N20003663,440,0,1,6,0
N20003664,525,3,2,7,2
N20003665,227,0,0,4,1
N20003666,456,2,1,1,0
N20003667,523,12,0,10,1
N20003668,453,16,3,5,9
N20003669,602,14,0,8,1
N20003670,356,2,1,1,0
N20003671,373,0,1,3,2
N20003672,320,8,0,6,0
N20003673,703,14,0,0,3
N20003674,346,0,1,5,0
N20003675,410,16,5,6,0
N20003676,567,3,0,3,0
N20003677,430,1,0,7,1
N20003678,496,3,0,5,3
N20003679,270,0,0,0,0
N20003680,480,1,0,6,1
N20003681,360,0,0,1,1
N20003682,373,0,0,0,0
N20003683,304,1,0,2,0
N20003684,514,1,0,1,0
N20003685,475,0,2,1,0
N20003686,335,0,0,7,0
N20003687,397,0,0,0,1
N20003688,361,1,0,0,0
N20003689,368,5,0,4,0
N20003690,333,2,0,0,0
N20003691,425,0,1,5,0
N20003692,184,2,0,3,0
N20003693,452,2,0,2,1
N20003694,451,4,2,1,1
N20003695,517,6,1,5,1
N20003696,554,7,4,4,0
N20003697,545,7,0,8,0
N20003698,598,8,0,1,1
N20003699,463,1,0,0,1
N20003700,612,1,1,7,0
N20003701,541,3,0,2,0
N20003702,323,0,0,0,0
N20003703,385,4,1,0,4
N20003704,508,10,0,1,1
N20003705,448,5,1,6,0
N20003706,390,8,0,13,0
N20003707,356,7,4,7,0
N20003708,661,9,0,0,1
N20003709,595,0,0,7,2
N20003710,224,1,0,1,1
N20003711,216,6,0,3,0
N20003712,620,0,4,4,4
N20003713,270,8,0,0,0
N20003714,641,20,1,14,0
N20003715,264,3,0,1,1
N20003716,568,11,0,4,1
N20003717,450,5,4,6,1
N20003718,412,7,5,13,2
N20003719,728,4,0,0,2
N20003720,457,7,0,3,1
N20003721,416,1,0,1,0
N20003722,432,5,0,0,0
N20003723,352,1,0,0,1
N20003724,314,0,0,0,1
N20003725,574,2,4,13,1
N20003726,320,1,0,1,2
N20003727,341,0,0,0,0
N20003728,656,7,0,0,0
N20003729,615,1,1,1,1
N20003730,425,0,2,4,2
N20003731,384,2,0,0,2
N20003732,485,0,0,4,0
N20003733,481,1,5,4,0
N20003734,690,0,2,1,1
N20003735,541,1,1,1,1
N20003736,327,0,1,1,0
N20003737,381,1,0,1,0
N20003738,627,1,3,0,0
N20003739,761,10,1,5,0
N20003740,481,1,0,0,3
N20003741,434,0,1,0,0
N20003742,372,0,0,1,0
N20003743,700,4,1,4,0
N20003744,394,3,4,0,0
N20003745,429,2,0,8,0
N20003746,462,6,3,0,0
N20003747,480,0,1,5,0
N20003748,383,1,0,0,1
N20003749,360,0,2,0,1
N20003750,442,0,1,0,1
N20003751,377,2,0,5,0
N20003752,377,0,0,0,0
N20003753,432,2,0,1,0
N20003754,486,0,0,1,2
N20003755,479,0,1,0,0
N20003756,539,1,0,4,0
N20003757,651,6,0,1,2
N20003758,747,0,0,3,0
N20003759,405,3,0,1,0
N20003760,439,2,0,1,0
N20003761,631,1,0,5,0
N20003762,368,1,0,3,0
N20003763,501,0,0,0,0
N20003764,363,0,5,0,0
N20003765,356,0,0,2,1
N20003766,714,0,1,0,1
N20003767,365,0,0,3,0
N20003768,462,0,1,0,2
N20003769,475,0,0,0,0
N20003770,373,1,1,2,0
N20003771,716,0,1,7,5
N20003772,502,1,0,5,0
N20003773,725,1,1,3,0
N20003774,420,1,0,0,0
N20003775,593,1,1,2,1
N20003776,449,0,0,0,0
N20003777,446,1,0,1,0
N20003778,430,0,0,0,0
N20003779,440,4,1,1,1
N20003780,440,5,0,1,1
