dz_2021_code,deprived_in_0_dimensions,deprived_in_1_dimension,deprived_in_2_dimensions,deprived_in_3_dimensions,deprived_in_4_dimensions
N20003022,99,85,33,8,0
N20003023,60,58,48,10,0
N20003024,93,85,39,9,0
N20003025,89,67,36,9,0
N20003026,20,58,59,26,1
N20003027,74,75,19,3,0
N20003028,42,61,45,14,0
N20003029,37,81,58,25,3
N20003030,70,90,44,18,2
N20003031,136,78,40,8,0
N20003032,101,87,27,9,0
N20003033,48,63,75,42,8
N20003034,44,64,55,20,3
N20003035,36,44,46,8,0
N20003036,91,51,21,9,1
N20003037,27,50,60,13,6
N20003038,27,64,97,33,2
N20003039,104,97,42,4,0
N20003040,103,85,46,15,1
N20003041,19,81,94,35,9
N20003042,55,52,56,12,3
N20003043,69,85,66,24,1
N20003044,81,49,41,7,0
N20003045,60,84,43,15,0
N20003046,79,82,42,10,1
N20003047,75,71,29,11,0
N20003048,165,73,29,4,0
N20003049,89,58,35,4,0
N20003050,134,87,48,6,1
N20003051,65,53,31,9,0
N20003052,69,73,23,9,3
N20003053,71,86,85,22,1
N20003054,61,71,40,15,3
N20003055,85,55,34,3,0
N20003056,142,70,46,12,1
N20003057,126,73,38,8,0
N20003058,86,63,44,10,1
N20003059,102,79,54,21,2
N20003060,61,36,12,6,0
N20003061,95,66,21,7,0
N20003062,173,98,54,15,1
N20003063,136,97,75,26,1
N20003064,160,55,43,7,0
N20003065,125,84,53,8,2
N20003066,122,63,27,13,0
N20003067,68,62,31,5,1
N20003068,69,44,37,15,3
N20003069,132,66,50,8,0
N20003070,111,64,47,10,0
N20003071,88,54,30,8,0
N20003072,49,75,28,12,2
N20003073,127,61,35,11,1
N20003074,105,65,43,10,0
N20003075,106,59,32,4,0
N20003076,64,54,40,17,0
N20003077,94,50,33,5,1
N20003078,126,58,43,9,0
N20003079,119,57,40,11,1
N20003080,58,59,29,4,0
N20003081,96,70,38,11,1
N20003082,61,43,19,3,0
N20003083,75,49,28,5,0
N20003084,82,70,40,7,1
N20003085,76,52,34,5,0
N20003086,96,41,31,5,0
N20003087,46,33,15,7,1
N20003088,82,69,53,15,0
N20003089,126,99,55,15,0
N20003090,74,75,40,8,1
N20003091,81,69,55,17,0
N20003092,83,72,54,9,2
N20003093,85,73,52,8,1
N20003094,92,73,27,6,2
N20003095,96,65,32,6,0
N20003096,94,58,34,9,1
N20003097,82,87,47,26,2
N20003098,47,76,48,24,0
N20003099,90,57,25,14,1
N20003100,96,63,47,14,5
N20003101,90,48,30,6,1
N20003102,79,82,31,9,0
N20003103,124,90,47,14,0
N20003104,84,78,56,20,3
N20003105,102,74,51,12,0
N20003106,43,45,18,8,1
N20003107,84,95,45,22,0
N20003108,51,35,27,6,0
N20003109,44,59,49,41,8
N20003110,158,59,41,12,2
N20003111,79,58,68,27,4
N20003112,66,53,27,10,0
N20003113,117,79,47,34,11
N20003114,83,63,41,9,0
N20003115,155,95,64,18,3
N20003116,54,38,34,13,1
N20003117,29,52,43,27,9
N20003118,28,44,32,16,0
N20003119,20,24,49,19,8
N20003120,41,57,51,32,3
N20003121,99,74,38,10,0
N20003122,84,53,44,17,1
N20003123,78,75,51,8,1
N20003124,88,91,65,22,1
N20003125,111,70,38,8,0
N20003126,123,95,64,19,1
N20003127,97,73,40,12,0
N20003128,100,79,57,10,0
N20003129,105,80,46,15,0
N20003130,104,64,33,13,0
N20003131,83,54,43,13,0
N20003132,39,40,24,16,1
N20003133,144,71,54,14,1
N20003134,51,39,40,27,2
N20003135,88,54,25,3,1
N20003136,82,54,22,7,0
N20003137,80,71,46,14,0
N20003138,67,53,23,4,1
N20003139,55,56,29,16,4
N20003140,80,62,29,8,0
N20003141,41,34,25,14,2
N20003142,78,58,62,9,0
N20003143,63,60,49,22,4
N20003144,102,64,47,17,3
N20003145,69,47,45,20,2
N20003146,41,57,58,41,8
N20003147,78,66,60,26,0
N20003148,82,63,24,9,1
N20003149,133,85,57,13,2
N20003150,51,68,67,31,7
N20003151,62,53,30,9,1
N20003152,49,47,41,15,3
N20003153,98,67,49,14,0
N20003154,80,99,65,22,1
N20003155,141,77,38,15,0
N20003156,109,76,25,3,0
N20003157,78,67,42,18,0
N20003158,61,51,32,11,0
N20003159,52,54,48,26,1
N20003160,72,68,26,5,0
N20003161,94,78,48,25,2
N20003162,53,56,52,32,8
N20003163,92,65,25,2,0
N20003164,48,61,51,23,0
N20003165,92,62,17,2,0
N20003166,23,41,48,27,1
N20003167,49,76,65,19,3
N20003168,79,47,18,4,0
N20003169,135,79,22,1,0
N20003170,43,57,68,24,12
N20003171,23,47,48,31,16
N20003172,59,59,55,14,0
N20003173,43,65,57,40,7
N20003174,46,59,67,38,14
N20003175,40,59,57,22,7
N20003176,81,78,54,29,2
N20003177,47,49,51,33,7
N20003178,42,84,87,44,9
N20003179,60,54,54,23,3
N20003180,77,74,44,7,0
N20003181,51,76,44,20,2
N20003182,43,53,58,12,2
N20003183,54,60,73,34,5
N20003184,68,76,51,13,2
N20003185,57,68,74,47,13
N20003186,60,76,71,32,2
N20003187,55,69,54,19,3
N20003188,71,68,35,15,0
N20003189,68,96,61,22,1
N20003190,29,42,39,15,3
N20003191,113,68,29,5,1
N20003192,44,64,60,34,5
N20003193,103,55,27,14,1
N20003194,112,79,31,8,0
N20003195,42,66,52,36,1
N20003196,131,43,11,0,0
N20003197,107,104,73,17,1
N20003198,98,59,21,5,1
N20003199,57,40,47,9,2
N20003200,139,120,61,15,2
N20003201,62,50,43,11,2
N20003202,70,64,38,7,1
N20003203,96,60,31,15,3
N20003204,105,77,44,15,1
N20003205,84,57,34,15,0
N20003206,70,42,40,21,2
N20003207,104,47,25,10,0
N20003208,69,55,19,4,0
N20003209,89,70,27,1,1
N20003210,71,56,28,9,0
N20003211,85,57,35,7,1
N20003212,107,96,49,10,3
N20003213,137,76,59,8,0
N20003214,136,80,57,14,0
N20003215,97,79,43,23,3
N20003216,100,72,36,9,0
N20003217,80,64,44,17,1
N20003218,114,57,29,8,0
N20003219,72,41,36,7,0
N20003220,97,71,39,13,2
N20003221,133,102,42,19,1
N20003222,91,51,23,6,1
N20003223,92,51,23,7,0
N20003224,54,56,28,12,1
N20003225,97,75,45,7,0
N20003226,110,76,48,10,1
N20003227,135,53,38,5,1
N20003228,104,75,28,2,0
N20003229,86,60,27,4,0
N20003230,111,61,41,12,0
N20003231,100,77,39,14,2
N20003232,54,38,21,10,1
N20003233,108,53,26,6,1
N20003234,126,52,29,5,0
N20003235,98,75,33,4,0
N20003236,123,79,46,5,0
N20003237,101,75,22,1,0
N20003238,98,60,25,8,0
N20003239,96,73,50,14,0
N20003240,144,89,28,4,0
N20003241,113,64,49,17,0
N20003242,84,67,53,19,2
N20003243,73,81,42,17,1
N20003244,72,68,59,27,3
N20003245,14,28,51,24,1
N20003246,57,65,53,12,1
N20003247,32,41,18,4,0
N20003248,54,60,68,30,2
N20003249,26,42,40,26,3
N20003250,104,80,25,13,0
N20003251,24,23,42,27,11
N20003252,66,61,47,12,1
N20003253,86,80,35,14,3
N20003254,71,60,53,21,1
N20003255,76,77,47,13,2
N20003256,102,56,24,8,0
N20003257,121,92,43,5,0
N20003258,55,46,35,11,1
N20003259,64,85,32,9,0
N20003260,98,53,37,8,0
N20003261,89,76,47,6,0
N20003262,90,82,42,19,1
N20003263,42,68,68,27,1
N20003264,93,50,25,2,0
N20003265,39,60,70,33,1
N20003266,95,100,66,18,2
N20003267,44,55,61,19,4
N20003268,135,70,20,4,0
N20003269,51,65,68,29,5
N20003270,96,93,36,6,0
N20003271,65,81,51,27,2
N20003272,99,66,42,5,0
N20003273,139,75,29,4,2
N20003274,135,93,38,8,2
N20003275,81,62,25,5,0
N20003276,90,69,44,9,0
N20003277,83,71,32,4,0
N20003278,65,80,69,30,5
N20003279,60,76,41,13,1
N20003280,57,54,34,9,0
N20003281,89,78,52,9,2
N20003282,99,90,47,12,0
N20003283,77,54,47,17,1
N20003284,75,66,69,20,7
N20003285,66,50,44,10,0
N20003286,85,46,38,10,0
N20003287,99,71,42,8,3
N20003288,103,71,35,10,0
N20003289,81,63,49,12,0
N20003290,79,70,39,11,0
N20003291,87,65,37,8,0
N20003292,111,85,46,9,0
N20003293,133,68,45,13,1
N20003294,85,50,41,9,0
N20003295,93,75,33,6,0
N20003296,61,46,37,12,2
N20003297,123,72,42,8,0
N20003298,69,65,32,7,1
N20003299,87,91,51,16,0
N20003300,109,102,43,13,1
N20003301,73,74,88,34,5
N20003302,56,70,94,47,5
N20003303,40,52,56,25,8
N20003304,81,110,78,44,6
N20003305,37,50,51,12,3
N20003306,74,64,55,13,0
N20003307,52,64,39,5,0
N20003308,88,58,32,14,2
N20003309,87,60,37,8,0
N20003310,92,57,43,6,0
N20003311,112,88,37,7,0
N20003312,77,56,21,1,2
N20003313,100,70,29,4,0
N20003314,73,49,13,2,0
N20003315,114,70,49,17,1
N20003316,70,49,10,3,0
N20003317,134,105,48,9,0
N20003318,93,85,78,22,5
N20003319,155,112,40,8,0
N20003320,64,63,25,6,0
N20003321,113,85,39,8,0
N20003322,66,61,26,6,0
N20003323,71,59,31,11,0
N20003324,124,107,48,13,1
N20003325,67,52,26,4,1
N20003326,72,77,33,13,0
N20003327,104,72,42,10,1
N20003328,119,92,53,8,1
N20003329,104,48,39,19,0
N20003330,92,83,39,12,1
N20003331,101,65,40,10,1
N20003332,90,56,27,6,0
N20003333,65,58,36,9,1
N20003334,76,33,15,4,0
N20003335,104,112,74,20,5
N20003336,113,89,48,18,1
N20003337,96,76,46,7,0
N20003338,141,74,39,9,2
N20003339,32,59,60,14,4
N20003340,121,77,42,19,4
N20003341,111,83,65,27,3
N20003342,111,86,41,37,2
N20003343,74,66,47,26,11
N20003344,77,49,21,9,0
N20003345,70,52,29,14,2
N20003346,42,34,42,20,1
N20003347,88,63,36,4,0
N20003348,98,47,15,4,0
N20003349,194,102,32,5,0
N20003350,109,88,59,8,1
N20003351,82,51,17,1,0
N20003352,101,67,23,6,0
N20003353,79,70,32,18,1
N20003354,93,61,23,3,0
N20003355,140,62,16,3,0
N20003356,95,62,16,3,0
N20003357,102,65,28,10,0
N20003358,137,73,45,9,0
N20003359,108,74,25,7,0
N20003360,73,44,19,2,0
N20003361,77,56,25,4,0
N20003362,70,55,20,9,0
N20003363,70,52,22,5,0
N20003364,41,46,43,22,8
N20003365,101,63,35,12,1
N20003366,105,71,31,3,0
N20003367,47,44,18,4,0
N20003368,62,60,52,16,3
N20003369,57,68,71,41,5
N20003370,132,79,28,5,0
N20003371,104,102,41,7,0
N20003372,41,44,42,12,2
N20003373,115,59,21,1,0
N20003374,51,57,42,12,2
N20003375,77,76,45,13,3
N20003376,59,51,38,9,3
N20003377,59,51,48,15,2
N20003378,63,65,68,30,4
N20003379,50,55,58,30,5
N20003380,67,78,76,37,10
N20003381,81,67,43,8,0
N20003382,56,53,43,9,0
N20003383,88,61,37,7,1
N20003384,83,85,45,18,2
N20003385,76,86,30,2,0
N20003386,74,67,25,4,0
N20003387,118,82,22,8,0
N20003388,101,70,59,18,3
N20003389,64,61,31,11,0
N20003390,95,32,11,2,0
N20003391,116,97,52,8,0
N20003392,127,79,24,5,0
N20003393,102,83,32,7,0
N20003394,100,81,33,6,0
N20003395,99,89,44,12,0
N20003396,112,88,33,12,0
N20003397,108,94,44,4,0
N20003398,95,31,27,12,1
N20003399,131,74,31,2,0
N20003400,94,53,26,4,0
N20003401,82,51,48,13,5
N20003402,89,47,19,5,0
N20003403,41,62,41,15,2
N20003404,44,47,31,23,5
N20003405,94,81,37,8,0
N20003406,41,63,59,28,5
N20003407,38,58,43,18,8
N20003408,29,54,55,32,6
N20003409,92,72,37,11,1
N20003410,61,71,56,26,3
N20003411,141,75,29,10,0
N20003412,85,63,15,4,0
N20003413,60,76,52,28,1
N20003414,103,92,51,9,1
N20003415,31,34,19,5,2
N20003416,24,65,78,51,12
N20003417,61,68,49,41,6
N20003418,69,70,28,6,0
N20003419,60,85,89,57,11
N20003420,92,108,72,35,3
N20003421,110,79,51,13,0
N20003422,75,68,36,15,2
N20003423,79,83,36,11,2
N20003424,76,68,35,7,1
N20003425,39,54,42,19,1
N20003426,35,52,46,20,2
N20003427,55,50,26,11,0
N20003428,78,84,48,25,1
N20003429,96,97,50,12,2
N20003430,62,53,45,29,2
N20003431,74,56,50,14,1
N20003432,43,44,19,4,0
N20003433,78,73,24,6,0
N20003434,55,68,24,4,0
N20003435,79,54,24,1,0
N20003436,85,99,65,21,1
N20003437,96,67,36,5,0
N20003438,73,81,42,7,1
N20003439,56,58,25,0,0
N20003440,42,65,77,29,2
N20003441,37,44,68,14,1
N20003442,63,65,25,2,0
N20003443,115,85,38,9,0
N20003444,49,61,45,23,2
N20003445,31,58,68,20,2
N20003446,54,66,31,15,2
N20003447,72,41,18,8,0
N20003448,169,103,41,6,0
N20003449,54,45,26,17,3
N20003450,54,65,67,33,2
N20003451,112,73,24,6,0
N20003452,99,80,22,1,0
N20003453,101,60,16,0,0
N20003454,104,59,8,1,0
N20003455,102,36,5,0,0
N20003456,101,66,27,9,0
N20003457,102,58,35,7,0
N20003458,65,42,22,2,0
N20003459,66,62,23,7,0
N20003460,89,56,25,6,0
N20003461,61,44,22,5,0
N20003462,79,32,12,0,0
N20003463,127,110,58,4,0
N20003464,71,47,8,1,1
N20003465,59,88,74,27,3
N20003466,112,70,27,4,0
N20003467,189,115,28,4,0
N20003468,149,53,23,4,1
N20003469,158,116,17,4,0
N20003470,126,68,18,9,0
N20003471,116,90,35,9,0
N20003472,68,59,38,9,3
N20003473,127,78,27,3,0
N20003474,128,104,18,0,0
N20003475,114,79,35,1,0
N20003476,131,71,27,2,0
N20003477,105,58,13,1,0
N20003478,121,67,16,1,0
N20003479,55,62,16,3,0
N20003480,103,67,22,2,0
N20003481,54,63,21,3,0
N20003482,136,57,20,2,0
N20003483,98,75,24,2,0
N20003484,112,61,30,2,0
N20003485,38,43,36,8,1
N20003486,57,54,52,13,0
N20003487,94,113,43,11,0
N20003488,121,83,34,6,0
N20003489,119,39,18,2,0
N20003490,84,80,41,7,0
N20003491,118,83,39,5,0
N20003492,109,120,36,5,0
N20003493,75,96,68,14,0
N20003494,101,89,27,2,0
N20003495,59,75,48,19,9
N20003496,120,100,32,2,0
N20003497,56,51,40,7,1
N20003498,70,51,31,3,0
N20003499,31,56,59,28,3
N20003500,40,55,28,14,0
N20003501,78,67,34,4,1
N20003502,128,102,72,10,0
N20003503,67,72,48,47,4
N20003504,89,108,80,21,4
N20003505,92,110,64,23,2
N20003506,80,89,100,46,7
N20003507,83,56,20,3,0
N20003508,97,82,15,1,0
N20003509,58,78,60,23,7
N20003510,14,28,44,28,5
N20003511,60,62,23,9,0
N20003512,32,64,41,29,5
N20003513,37,35,49,21,3
N20003514,79,114,53,8,0
N20003515,41,78,55,27,1
N20003516,50,68,42,26,6
N20003517,30,41,40,13,7
N20003518,53,79,68,16,1
N20003519,73,57,27,11,0
N20003520,32,70,63,40,6
N20003521,56,85,87,62,6
N20003522,50,65,34,5,1
N20003523,117,74,32,3,1
N20003524,50,56,36,15,1
N20003525,72,58,15,1,0
N20003526,37,61,55,27,8
N20003527,29,45,61,33,5
N20003528,105,62,12,1,0
N20003529,56,59,47,11,4
N20003530,67,41,16,1,0
N20003531,15,59,65,46,4
N20003532,57,84,60,35,7
N20003533,42,76,83,29,6
N20003534,46,72,47,22,2
N20003535,120,87,24,3,1
N20003536,126,90,45,3,0
N20003537,147,69,19,1,0
N20003538,128,57,26,5,0
N20003539,89,53,14,2,0
N20003540,86,63,14,1,0
N20003541,67,52,19,2,0
N20003542,106,69,18,1,0
N20003543,64,88,35,12,1
N20003544,84,37,19,1,1
N20003545,101,76,18,1,0
N20003546,103,98,40,16,4
N20003547,149,102,23,10,3
N20003548,138,88,16,1,0
N20003549,155,59,19,3,0
N20003550,146,94,19,6,0
N20003551,104,68,16,0,0
N20003552,51,70,53,28,8
N20003553,186,93,28,4,0
N20003554,245,121,30,5,0
N20003555,109,66,34,7,1
N20003556,114,62,21,1,0
N20003557,96,22,5,0,0
N20003558,71,63,54,25,7
N20003559,116,57,27,5,0
N20003560,87,38,6,1,0
N20003561,133,79,28,4,0
N20003562,150,93,14,2,0
N20003563,54,65,65,8,1
N20003564,80,59,21,4,3
N20003565,109,39,13,0,0
N20003566,103,46,14,2,0
N20003567,122,85,12,2,0
N20003568,139,70,25,6,1
N20003569,189,102,35,8,1
N20003570,26,45,41,26,3
N20003571,67,65,51,26,2
N20003572,62,83,56,19,8
N20003573,62,67,55,22,3
N20003574,69,54,41,28,3
N20003575,93,39,8,0,0
N20003576,97,53,29,4,0
N20003577,61,64,53,16,6
N20003578,156,96,15,0,0
N20003579,73,55,16,19,5
N20003580,104,80,27,2,0
N20003581,147,79,17,3,0
N20003582,78,70,44,7,0
N20003583,84,54,18,6,1
N20003584,92,88,40,5,2
N20003585,91,80,29,1,0
N20003586,121,103,87,22,8
N20003587,65,94,29,4,0
N20003588,91,61,36,5,0
N20003589,83,101,40,8,1
N20003590,82,41,16,0,0
N20003591,57,35,10,0,0
N20003592,95,68,54,13,1
N20003593,36,65,45,16,1
N20003594,109,71,38,8,1
N20003595,130,86,32,4,0
N20003596,93,75,40,10,2
N20003597,77,39,15,4,0
N20003598,61,67,22,1,0
N20003599,110,94,66,17,2
N20003600,80,67,17,4,0
N20003601,71,37,22,6,0
N20003602,69,67,32,8,1
N20003603,92,67,41,15,0
N20003604,55,67,21,3,0
N20003605,129,120,60,14,2
N20003606,39,50,27,20,5
N20003607,61,54,38,15,0
N20003608,19,35,52,36,19
N20003609,39,71,59,31,4
N20003610,36,28,34,20,6
N20003611,63,59,31,6,0
N20003612,71,52,32,14,0
N20003613,64,62,33,7,0
N20003614,68,87,34,6,0
N20003615,132,104,57,6,0
N20003616,63,87,94,37,3
N20003617,53,56,55,23,4
N20003618,55,62,45,13,1
N20003619,180,85,39,7,0
N20003620,143,98,56,13,0
N20003621,98,60,16,1,0
N20003622,127,47,17,1,0
N20003623,149,60,20,1,0
N20003624,147,99,54,14,2
N20003625,99,87,29,4,0
N20003626,100,68,28,1,0
N20003627,119,67,19,1,0
N20003628,141,70,33,6,0
N20003629,116,77,26,3,1
N20003630,116,67,16,2,0
N20003631,70,72,28,11,2
N20003632,106,93,50,27,4
N20003633,9,29,46,59,8
N20003634,104,74,27,1,0
N20003635,100,72,36,7,1
N20003636,78,38,23,3,1
N20003637,109,64,31,4,0
N20003638,103,48,22,10,0
N20003639,100,78,21,4,0
N20003640,30,53,56,22,8
N20003641,71,44,25,8,0
N20003642,85,65,38,10,1
N20003643,42,47,36,3,0
N20003644,89,100,79,28,2
N20003645,152,79,27,5,0
N20003646,96,81,33,4,0
N20003647,126,78,31,2,0
N20003648,77,76,52,5,0
N20003649,96,94,34,5,1
N20003650,158,139,58,5,0
N20003651,55,61,55,24,9
N20003652,122,78,23,4,0
N20003653,42,66,84,21,10
N20003654,49,77,70,57,10
N20003655,112,63,36,8,0
N20003656,59,83,35,14,2
N20003657,41,50,46,25,1
N20003658,72,68,23,1,0
N20003659,50,68,59,32,0
N20003660,33,53,51,26,8
N20003661,74,62,57,8,0
N20003662,23,43,55,48,16
N20003663,59,54,52,33,0
N20003664,91,72,45,22,1
N20003665,36,36,32,17,2
N20003666,27,59,82,46,4
N20003667,99,77,29,8,1
N20003668,66,62,56,31,3
N20003669,102,87,33,9,0
N20003670,100,49,39,14,0
N20003671,91,50,26,13,1
N20003672,70,39,10,3,0
N20003673,174,65,29,2,0
N20003674,55,40,15,1,0
N20003675,143,28,13,1,0
N20003676,145,62,13,3,0
N20003677,42,66,55,17,1
N20003678,126,52,10,2,0
N20003679,39,65,32,4,1
N20003680,97,113,39,7,1
N20003681,84,57,15,2,0
N20003682,51,67,63,21,4
N20003683,59,57,25,6,0
N20003684,103,93,22,2,1
N20003685,100,68,22,6,0
N20003686,76,52,15,5,0
N20003687,79,68,24,2,0
N20003688,91,50,10,1,0
N20003689,66,62,20,5,0
N20003690,69,47,25,1,0
N20003691,74,68,36,7,0
N20003692,14,47,26,20,1
N20003693,106,69,10,0,0
N20003694,67,75,34,2,0
N20003695,109,87,20,1,0
N20003696,94,105,36,3,0
N20003697,116,81,14,0,0
N20003698,113,104,41,7,0
N20003699,78,68,35,14,2
N20003700,158,76,26,2,0
N20003701,103,68,27,4,0
N20003702,60,57,17,3,0
N20003703,68,45,34,7,0
N20003704,118,91,20,1,0
N20003705,91,55,23,4,0
N20003706,77,58,19,1,0
N20003707,82,74,43,11,5
N20003708,124,85,33,9,0
N20003709,110,76,41,11,0
N20003710,40,46,19,3,0
N20003711,34,50,39,24,2
N20003712,108,114,36,9,1
N20003713,55,47,36,10,0
N20003714,130,70,20,1,0
N20003715,57,74,34,11,0
N20003716,98,79,27,12,0
N20003717,86,42,5,0,0
N20003718,69,82,57,22,4
N20003719,130,100,22,2,0
N20003720,39,70,47,42,8
N20003721,74,71,20,6,1
N20003722,92,85,30,1,0
N20003723,31,51,52,31,4
N20003724,46,63,31,6,0
N20003725,98,87,48,15,4
N20003726,57,56,21,2,0
N20003727,56,66,34,7,0
N20003728,118,68,30,4,0
N20003729,133,55,17,1,0
N20003730,62,50,24,3,0
N20003731,71,51,16,0,0
N20003732,69,96,58,28,5
N20003733,86,75,41,10,0
N20003734,104,83,38,13,0
N20003735,53,82,64,44,7
N20003736,54,49,28,4,1
N20003737,57,47,31,13,1
N20003738,105,110,58,6,1
N20003739,175,121,34,8,0
N20003740,88,63,32,4,0
N20003741,57,60,41,16,3
N20003742,53,48,34,14,2
N20003743,126,113,51,7,0
N20003744,62,57,44,7,0
N20003745,67,68,33,5,0
N20003746,88,67,33,7,0
N20003747,82,65,23,6,0
N20003748,61,64,39,4,0
N20003749,64,39,40,16,6
N20003750,44,86,57,26,6
N20003751,48,69,57,18,0
N20003752,59,65,44,8,1
N20003753,74,47,24,19,1
N20003754,66,82,62,16,3
N20003755,79,72,22,8,0
N20003756,66,84,52,29,4
N20003757,105,112,53,12,0
N20003758,115,115,87,11,2
N20003759,55,71,68,15,0
N20003760,69,60,37,9,1
N20003761,107,74,43,8,0
N20003762,61,55,32,5,0
N20003763,85,72,28,10,0
N20003764,37,61,43,11,0
N20003765,28,52,50,22,4
N20003766,95,83,43,17,0
N20003767,48,62,31,8,2
N20003768,55,65,59,19,1
N20003769,84,62,24,6,0
N20003770,67,65,34,11,0
N20003771,118,101,41,5,1
N20003772,78,72,40,22,1
N20003773,111,89,43,12,0
N20003774,73,62,24,2,1
N20003775,73,77,70,18,6
N20003776,59,62,32,9,2
N20003777,46,66,57,24,5
N20003778,54,77,39,15,2
N20003779,64,71,55,32,10
N20003780,76,62,27,6,0
